stage,date,distance_km,origin,destination,type,winner,winner_country,year
1,2017-07-01,14.0,Düsseldorf,Düsseldorf,Individual time trial,Geraint Thomas,GBR,2017
2,2017-07-02,203.5,Düsseldorf,Liège,Flat stage,Marcel Kittel,GER,2017
3,2017-07-03,212.5,Verviers,Longwy,Mountain stage,Peter Sagan,SVK,2017
4,2017-07-04,207.5,Mondorf-les-Bains,Vittel,Flat stage,Arnaud Démare,FRA,2017
5,2017-07-05,160.5,Vittel,La Planche des Belles Filles,Mountain stage,Fabio Aru,ITA,2017
6,2017-07-06,216.0,Vesoul,Troyes,Flat stage,Marcel Kittel,GER,2017
7,2017-07-07,213.5,Troyes,Nuits-Saint-Georges,Flat stage,Marcel Kittel,GER,2017
8,2017-07-08,187.5,Dole,Station des Rousses,Mountain stage,Lilian Calmejane,FRA,2017
9,2017-07-09,181.5,Nantua,Chambéry,High mountain stage,Rigoberto Urán,COL,2017
10,2017-07-11,178.0,Périgueux,Bergerac,Flat stage,Marcel Kittel,GER,2017
11,2017-07-12,203.5,Eymet,Pau,Flat stage,Marcel Kittel,GER,2017
12,2017-07-13,214.5,Pau,Peyragudes,High mountain stage,Romain Bardet,FRA,2017
13,2017-07-14,101.0,Saint-Girons,Foix,High mountain stage,Warren Barguil,FRA,2017
14,2017-07-15,181.5,Blagnac,Rodez,Mountain stage,Michael Matthews,AUS,2017
15,2017-07-16,189.5,Laissac-Sévérac-l'Église,Le Puy-en-Velay,Mountain stage,Bauke Mollema,NED,2017
16,2017-07-18,165.0,Le Puy-en-Velay,Romans-sur-Isère,Mountain stage,Michael Matthews,AUS,2017
17,2017-07-19,183.0,La Mure,Serre Chevalier,High mountain stage,Primož Roglič,SLO,2017
18,2017-07-20,179.5,Briançon,Col d'Izoard,High mountain stage,Warren Barguil,FRA,2017
19,2017-07-21,222.5,Embrun,Salon-de-Provence,Flat stage,Edvald Boasson Hagen,NOR,2017
20,2017-07-22,22.5,Marseille,Marseille,Individual time trial,Maciej Bodnar,POL,2017
21,2017-07-23,103.0,Montgeron,Paris,Flat stage,Dylan Groenewegen,NED,2017
1,2016-07-02,188.0,Mont Saint-Michel,Utah Beach,Flat stage,Mark Cavendish,GBR,2016
2,2016-07-03,183.0,Saint-Lô,Cherbourg-en-Cotentin,Flat stage,Peter Sagan,SVK,2016
3,2016-07-04,223.5,Granville,Angers,Flat stage,Mark Cavendish,GBR,2016
4,2016-07-05,237.5,Saumur,Limoges,Flat stage,Marcel Kittel,GER,2016
5,2016-07-06,216.0,Limoges,Le Lioran,Mountain stage,Greg Van Avermaet,BEL,2016
6,2016-07-07,190.5,Arpajon-sur-Cère,Montauban,Flat stage,Mark Cavendish,GBR,2016
7,2016-07-08,162.5,L'Isle-Jourdain,Lac de Payolle,Mountain stage,Steve Cummings,GBR,2016
8,2016-07-09,184.0,Pau,Bagnères-de-Luchon,High mountain stage,Chris Froome,GBR,2016
9,2016-07-10,184.5,Vielha Val d'Aran,Arcalis,High mountain stage,Tom Dumoulin,NED,2016
10,2016-07-12,197.0,Escaldes-Engordany,Revel,Mountain stage,Michael Matthews,AUS,2016
11,2016-07-13,162.5,Carcassonne,Montpellier,Flat stage,Peter Sagan,SVK,2016
12,2016-07-14,178.0,Montpellier,Chalet Reynard,High mountain stage,Thomas De Gendt,BEL,2016
13,2016-07-15,37.5,Bourg-Saint-Andéol,La Caverne du Pont-d'Arc,Individual time trial,Tom Dumoulin,NED,2016
14,2016-07-16,208.5,Montélimar,Villars-les-Dombes,Flat stage,Mark Cavendish,GBR,2016
15,2016-07-17,160.0,Bourg-en-Bresse,Culoz,High mountain stage,Jarlinson Pantano,COL,2016
16,2016-07-18,209.0,Moirans-en-Montagne,Bern,Flat stage,Peter Sagan,SVK,2016
17,2016-07-20,184.5,Bern,Finhaut-Émosson,High mountain stage,Ilnur Zakarin,RUS,2016
18,2016-07-21,17.0,Sallanches,Megève,Individual time trial,Chris Froome,GBR,2016
19,2016-07-22,146.0,Albertville,Saint Gervais-les-Bains,High mountain stage,Romain Bardet,FRA,2016
20,2016-07-23,146.5,Megève,Morzine,High mountain stage,Ion Izagirre,ESP,2016
21,2016-07-24,113.0,Chantilly,Paris,Flat stage,André Greipel,GER,2016
1,2015-07-04,13.8,Utrecht,Utrecht,Individual time trial,Rohan Dennis,AUS,2015
2,2015-07-05,166.0,Utrecht,Zeeland,Flat stage,André Greipel,GER,2015
3,2015-07-06,159.5,Antwerp,Huy,Flat stage,Joaquim Rodríguez,ESP,2015
4,2015-07-07,223.5,Seraing,Cambrai,Mountain stage,Tony Martin,GER,2015
5,2015-07-08,189.5,Arras,Amiens,Flat stage,André Greipel,GER,2015
6,2015-07-09,191.5,Abbeville,Le Havre,Flat stage,Zdeněk Štybar,CZE,2015
7,2015-07-10,190.5,Livarot,Fougères,Flat stage,Mark Cavendish,GBR,2015
8,2015-07-11,181.5,Rennes,Mûr-de-Bretagne,Flat stage,Alexis Vuillermoz,FRA,2015
9,2015-07-12,28.0,Vannes,Plumelec,Team time trial,BMC Racing Team,,2015
10,2015-07-14,167.0,Tarbes,La Pierre Saint-Martin,High mountain stage,Chris Froome,GBR,2015
11,2015-07-15,188.0,Pau,Cauterets,High mountain stage,Rafał Majka,POL,2015
12,2015-07-16,195.0,Lannemezan,Plateau de Beille,High mountain stage,Joaquim Rodríguez,ESP,2015
13,2015-07-17,198.5,Muret,Rodez,Mountain stage,Greg Van Avermaet,BEL,2015
14,2015-07-18,178.5,Rodez,Mende,Mountain stage,Steve Cummings,GBR,2015
15,2015-07-19,183.0,Mende,Valence,Mountain stage,André Greipel,GER,2015
16,2015-07-20,201.0,Bourg-de-Péage,Gap,Mountain stage,Rubén Plaza Molina,ESP,2015
17,2015-07-22,161.0,Digne-les-Bains,Pra-Loup,High mountain stage,Simon Geschke,GER,2015
18,2015-07-23,186.5,Gap,Saint-Jean-de-Maurienne,High mountain stage,Romain Bardet,FRA,2015
19,2015-07-24,138.0,Saint-Jean-de-Maurienne,La Toussuire - Les Sybelles,High mountain stage,Vincenzo Nibali,ITA,2015
20,2015-07-25,110.5,Modane,Alpe d'Huez,High mountain stage,Thibaut Pinot,FRA,2015
21,2015-07-26,109.5,Sèvres,Paris,Flat stage,André Greipel,GER,2015
1,2014-07-05,190.5,Leeds,Harrogate,Flat stage,Marcel Kittel,GER,2014
2,2014-07-06,201.0,York,Sheffield,Mountain stage,Vincenzo Nibali,ITA,2014
3,2014-07-07,155.0,Cambridge,London,Flat stage,Marcel Kittel,GER,2014
4,2014-07-08,163.5,Le Touquet-Paris-Plage,Lille Metropole,Flat stage,Marcel Kittel,GER,2014
5,2014-07-09,152.5,Ypres,Arenberg Porte du Hainaut,Mountain stage,Lars Boom,NED,2014
6,2014-07-10,194.0,Arras,Reims,Flat stage,André Greipel,GER,2014
7,2014-07-11,234.5,Épernay,Nancy,Flat stage,Matteo Trentin,ITA,2014
8,2014-07-12,161.0,Tomblaine,Gérardmer La Mauselaine,Mountain stage,Blel Kadri,FRA,2014
9,2014-07-13,170.0,Gérardmer,Mulhouse,Mountain stage,Tony Martin,GER,2014
10,2014-07-14,161.5,Mulhouse,La Planche des Belles Filles,High mountain stage,Vincenzo Nibali,ITA,2014
11,2014-07-16,187.5,Besançon,Oyonnax,Mountain stage,Tony Gallopin,FRA,2014
12,2014-07-17,185.5,Bourg-en-Bresse,Saint-Étienne,Flat stage,Alexander Kristoff,NOR,2014
13,2014-07-18,197.5,Saint-Étienne,Chamrousse,High mountain stage,Vincenzo Nibali,ITA,2014
14,2014-07-19,177.0,Grenoble,Risoul,High mountain stage,Rafał Majka,POL,2014
15,2014-07-20,222.0,Tallard,Nîmes,Flat stage,Alexander Kristoff,NOR,2014
16,2014-07-22,237.5,Carcassonne,Bagnères-de-Luchon,High mountain stage,Michael Rogers,AUS,2014
17,2014-07-23,124.5,Saint-Gaudens,Saint-Lary Pla d’Adet,High mountain stage,Rafał Majka,POL,2014
18,2014-07-24,145.5,Pau,Hautacam,High mountain stage,Vincenzo Nibali,ITA,2014
19,2014-07-25,208.5,Maubourguet,Bergerac,Flat stage,Ramūnas Navardauskas,LTU,2014
20,2014-07-26,54.0,Bergerac,Périgueux,Individual time trial,Tony Martin,GER,2014
21,2014-07-27,137.5,Évry,Paris,Flat stage,Marcel Kittel,GER,2014
1,2013-06-29,213.0,Porto-Vecchio,Bastia,Flat stage,Marcel Kittel,GER,2013
2,2013-06-30,156.0,Bastia,Ajaccio,Mountain stage,Jan Bakelants,BEL,2013
3,2013-07-01,145.5,Ajaccio,Calvi,Mountain stage,Simon Gerrans,AUS,2013
4,2013-07-02,25.0,Nice,Nice,Team time trial,Orica–GreenEDGE,,2013
5,2013-07-03,228.5,Cagnes-sur-Mer,Marseille,Flat stage,Mark Cavendish,GBR,2013
6,2013-07-04,176.5,Aix-en-Provence,Montpellier,Flat stage,André Greipel,GER,2013
7,2013-07-05,205.5,Montpellier,Albi,Flat stage,Peter Sagan,SVK,2013
8,2013-07-06,195.0,Castres,Ax 3 Domaines,High mountain stage,Chris Froome,GBR,2013
9,2013-07-07,168.5,Saint-Girons,Bagnères-de-Bigorre,High mountain stage,Dan Martin,IRL,2013
10,2013-07-09,197.0,Saint-Gildas-des-Bois,Saint-Malo,Flat stage,Marcel Kittel,GER,2013
11,2013-07-10,33.0,Avranches,Mont Saint-Michel,Individual time trial,Tony Martin,GER,2013
12,2013-07-11,218.0,Fougères,Tours,Flat stage,Marcel Kittel,GER,2013
13,2013-07-12,173.0,Tours,Saint-Amand-Montrond,Flat stage,Mark Cavendish,GBR,2013
14,2013-07-13,191.0,Saint-Pourçain-sur-Sioule,Lyon,Mountain stage,Matteo Trentin,ITA,2013
15,2013-07-14,242.5,Givors,Mont Ventoux,High mountain stage,Chris Froome,GBR,2013
16,2013-07-16,168.0,Vaison-la-Romaine,Gap,High mountain stage,Rui Costa,POR,2013
17,2013-07-17,32.0,Embrun,Chorges,Individual time trial,Chris Froome,GBR,2013
18,2013-07-18,172.5,Gap,Alpe d'Huez,High mountain stage,Christophe Riblon,FRA,2013
19,2013-07-19,204.5,Le Bourg-d'Oisans,Le Grand-Bornand,High mountain stage,Rui Costa,POR,2013
20,2013-07-20,125.0,Annecy,Semnoz,High mountain stage,Nairo Quintana,COL,2013
21,2013-07-21,133.5,Versailles,Paris,Flat stage,Marcel Kittel,GER,2013
P,2012-06-30,6.4,Liège,Liège,Individual time trial,Fabian Cancellara,SUI,2012
1,2012-07-01,198.0,Liège,Seraing,Flat stage,Peter Sagan,SVK,2012
2,2012-07-02,207.5,Visé,Tournai,Flat stage,Mark Cavendish,GBR,2012
3,2012-07-03,197.0,Orchies,Boulogne-sur-Mer,Mountain stage,Peter Sagan,SVK,2012
4,2012-07-04,214.5,Abbeville,Rouen,Flat stage,André Greipel,GER,2012
5,2012-07-05,196.5,Rouen,Saint-Quentin,Flat stage,André Greipel,GER,2012
6,2012-07-06,207.5,Épernay,Metz,Flat stage,Peter Sagan,SVK,2012
7,2012-07-07,199.0,Tomblaine,La Planche des Belles Filles,Mountain stage,Chris Froome,GBR,2012
8,2012-07-08,157.5,Belfort,Porrentruy,Mountain stage,Thibaut Pinot,FRA,2012
9,2012-07-09,41.5,Arc-et-Senans,Besançon,Individual time trial,Bradley Wiggins,GBR,2012
10,2012-07-11,194.5,Mâcon,Bellegarde-sur-Valserine,High mountain stage,Thomas Voeckler,FRA,2012
11,2012-07-12,148.0,Albertville,La Toussuire-Les Sybelles,High mountain stage,Pierre Rolland,FRA,2012
12,2012-07-13,226.0,Saint-Jean-de-Maurienne,Annonay-Davézieux,Mountain stage,David Millar,GBR,2012
13,2012-07-14,217.0,Saint-Paul-Trois-Châteaux,Cap d'Agde,Flat stage,André Greipel,GER,2012
14,2012-07-15,191.0,Limoux,Foix,High mountain stage,Luis León Sánchez,ESP,2012
15,2012-07-16,158.5,Samatan,Pau,Flat stage,Pierrick Fédrigo,FRA,2012
16,2012-07-18,197.0,Pau,Bagnères-de-Luchon,High mountain stage,Thomas Voeckler,FRA,2012
17,2012-07-19,143.5,Bagnères-de-Luchon,Peyragudes,High mountain stage,Alejandro Valverde,ESP,2012
18,2012-07-20,222.5,Blagnac,Brive-la-Gaillarde,Flat stage,Mark Cavendish,GBR,2012
19,2012-07-21,53.5,Bonneval,Chartres,Individual time trial,Bradley Wiggins,GBR,2012
20,2012-07-22,120.0,Rambouillet,Paris,Flat stage,Mark Cavendish,GBR,2012
1,2011-07-02,191.5,Passage du Gois,Mont des Alouettes,Flat stage,Philippe Gilbert,BEL,2011
2,2011-07-03,23.0,Les Essarts,Les Essarts,Team time trial,Garmin–Cervélo,,2011
3,2011-07-04,198.0,Olonne-sur-Mer,Redon,Flat stage,Tyler Farrar,USA,2011
4,2011-07-05,172.5,Lorient,Mûr-de-Bretagne,Flat stage,Cadel Evans,AUS,2011
5,2011-07-06,164.5,Carhaix,Cap Fréhel,Flat stage,Mark Cavendish,GBR,2011
6,2011-07-07,226.5,Dinan,Lisieux,Flat stage,Edvald Boasson Hagen,NOR,2011
7,2011-07-08,218.0,Le Mans,Châteauroux,Flat stage,Mark Cavendish,GBR,2011
8,2011-07-09,189.0,Aigurande,Super Besse,Mountain stage,Rui Costa,POR,2011
9,2011-07-10,208.0,Issoire,Saint-Flour,Mountain stage,Luis León Sánchez,ESP,2011
10,2011-07-12,158.0,Aurillac,Carmaux,Flat stage,André Greipel,GER,2011
11,2011-07-13,167.5,Blaye-les-Mines,Lavaur,Flat stage,Mark Cavendish,GBR,2011
12,2011-07-14,211.0,Cugnaux,Luz Ardiden,High mountain stage,Samuel Sánchez,ESP,2011
13,2011-07-15,152.5,Pau,Lourdes,High mountain stage,Thor Hushovd,NOR,2011
14,2011-07-16,168.5,Saint-Gaudens,Plateau de Beille,High mountain stage,Jelle Vanendert,BEL,2011
15,2011-07-17,192.5,Limoux,Montpellier,Flat stage,Mark Cavendish,GBR,2011
16,2011-07-19,162.5,Saint-Paul-Trois-Châteaux,Gap,Mountain stage,Thor Hushovd,NOR,2011
17,2011-07-20,179.0,Gap,Pinerolo,High mountain stage,Edvald Boasson Hagen,NOR,2011
18,2011-07-21,200.5,Pinerolo,Serre Chevalier,High mountain stage,Andy Schleck,LUX,2011
19,2011-07-22,109.5,Modane,Alpe d'Huez,High mountain stage,Pierre Rolland,FRA,2011
20,2011-07-23,42.5,Grenoble,Grenoble,Individual time trial,Tony Martin,GER,2011
21,2011-07-24,95.0,Créteil,Paris,Flat stage,Mark Cavendish,GBR,2011
P,2010-07-03,8.9,Rotterdam,Rotterdam,Individual time trial,Fabian Cancellara,SUI,2010
1,2010-07-04,223.5,Rotterdam,Brussels,Flat stage,Alessandro Petacchi,ITA,2010
2,2010-07-05,201.0,Brussels,Spa,Flat stage,Sylvain Chavanel,FRA,2010
3,2010-07-06,213.0,Wanze,Arenberg Porte du Hainaut,Flat stage,Thor Hushovd,NOR,2010
4,2010-07-07,153.5,Cambrai,Reims,Flat stage,Alessandro Petacchi,ITA,2010
5,2010-07-08,187.5,Épernay,Montargis,Flat stage,Mark Cavendish,GBR,2010
6,2010-07-09,227.5,Montargis,Gueugnon,Flat stage,Mark Cavendish,GBR,2010
7,2010-07-10,165.5,Tournus,Station des Rousses,Mountain stage,Sylvain Chavanel,FRA,2010
8,2010-07-11,189.0,Station des Rousses,Morzine-Avoriaz,Mountain stage,Andy Schleck,LUX,2010
9,2010-07-13,204.5,Morzine-Avoriaz,Saint-Jean-de-Maurienne,Mountain stage,Sandy Casar,FRA,2010
10,2010-07-14,179.0,Chambéry,Gap,Mountain stage,Sérgio Paulinho,POR,2010
11,2010-07-15,184.5,Sisteron,Bourg-lès-Valence,Flat stage,Mark Cavendish,GBR,2010
12,2010-07-16,210.5,Bourg-de-Péage,Mende,Mountain stage,Joaquim Rodríguez,ESP,2010
13,2010-07-17,196.0,Rodez,Revel,Flat stage,Alexander Vinokourov,KAZ,2010
14,2010-07-18,184.5,Revel,Ax 3 Domaines,Mountain stage,Christophe Riblon,FRA,2010
15,2010-07-19,187.5,Pamiers,Bagnères-de-Luchon,Mountain stage,Thomas Voeckler,FRA,2010
16,2010-07-20,199.5,Bagnères-de-Luchon,Pau,Mountain stage,Pierrick Fédrigo,FRA,2010
17,2010-07-22,174.0,Pau,Col du Tourmalet,Mountain stage,Andy Schleck,LUX,2010
18,2010-07-23,198.0,Salies-de-Béarn,Bordeaux,Flat stage,Mark Cavendish,GBR,2010
19,2010-07-24,52.0,Bordeaux,Pauillac,Individual time trial,Fabian Cancellara,SUI,2010
20,2010-07-25,102.5,Longjumeau,Paris,Flat stage,Mark Cavendish,GBR,2010
1,2009-07-04,15.5,Monaco,Monaco,Individual time trial,Fabian Cancellara,SUI,2009
2,2009-07-05,187.0,Monaco,Brignoles,Flat stage,Mark Cavendish,GBR,2009
3,2009-07-06,196.5,Marseille,La Grande-Motte,Flat stage,Mark Cavendish,GBR,2009
4,2009-07-07,39.0,Montpellier,Montpellier,Team time trial,Astana,,2009
5,2009-07-08,196.5,Cap d'Agde,Perpignan,Flat stage,Thomas Voeckler,FRA,2009
6,2009-07-09,181.5,Girona,Barcelona,Flat stage,Thor Hushovd,NOR,2009
7,2009-07-10,224.0,Barcelona,Arcalis,Mountain stage,Brice Feillu,FRA,2009
8,2009-07-11,176.5,Andorra la Vella,Saint-Girons,Mountain stage,Luis León Sánchez,ESP,2009
9,2009-07-12,160.5,Saint-Gaudens,Tarbes,Mountain stage,Pierrick Fédrigo,FRA,2009
10,2009-07-14,194.5,Limoges,Issoudun,Flat stage,Mark Cavendish,GBR,2009
11,2009-07-15,192.0,Vatan,Saint-Fargeau,Flat stage,Mark Cavendish,GBR,2009
12,2009-07-16,211.5,Tonnerre,Vittel,Flat stage,Nicki Sørensen,DEN,2009
13,2009-07-17,200.0,Vittel,Colmar,Mountain stage,Heinrich Haussler,GER,2009
14,2009-07-18,199.0,Colmar,Besançon,Flat stage,Sergei Ivanov,RUS,2009
15,2009-07-19,207.5,Pontarlier,Verbier,Mountain stage,Alberto Contador,ESP,2009
16,2009-07-21,159.0,Martigny,Bourg-Saint-Maurice,Mountain stage,Sandy Casar,FRA,2009
17,2009-07-22,169.5,Bourg-Saint-Maurice,Le Grand-Bornand,Mountain stage,Fränk Schleck,LUX,2009
18,2009-07-23,40.5,Annecy,Annecy,Individual time trial,Alberto Contador,ESP,2009
19,2009-07-24,178.0,Bourgoin-Jallieu,Aubenas,Flat stage,Mark Cavendish,GBR,2009
20,2009-07-25,167.0,Montélimar,Mont Ventoux,Mountain stage,Juan Manuel Gárate,ESP,2009
21,2009-07-26,164.0,Montereau-Fault-Yonne,Paris,Flat stage,Mark Cavendish,GBR,2009
1,2008-07-05,197.5,Brest,Plumelec,Flat stage,Alejandro Valverde,ESP,2008
2,2008-07-06,164.5,Auray,Saint-Brieuc,Flat stage,Thor Hushovd,NOR,2008
3,2008-07-07,208.0,Saint-Malo,Nantes,Flat stage,Samuel Dumoulin,FRA,2008
4,2008-07-08,29.5,Cholet,Cholet,Individual time trial,Kim Kirchen,LUX,2008
5,2008-07-09,232.0,Cholet,Châteauroux,Flat stage,Mark Cavendish,GBR,2008
6,2008-07-10,195.5,Aigurande,Super-Besse Sancy,Hilly stage,Alejandro Valverde,ESP,2008
7,2008-07-11,159.0,Brioude,Aurillac,Hilly stage,Luis León Sánchez,ESP,2008
8,2008-07-12,172.5,Figeac,Toulouse,Flat stage,Mark Cavendish,GBR,2008
9,2008-07-13,224.0,Toulouse,Bagnères-de-Bigorre,Mountain stage,Vladimir Efimkin,RUS,2008
10,2008-07-14,156.0,Pau,Hautacam,Mountain stage,Juan José Cobo,ESP,2008
11,2008-07-16,167.5,Lannemezan,Foix,Hilly stage,Kurt Asle Arvesen,NOR,2008
12,2008-07-17,168.5,Lavelanet,Narbonne,Flat stage,Mark Cavendish,GBR,2008
13,2008-07-18,182.0,Narbonne,Nîmes,Flat stage,Mark Cavendish,GBR,2008
14,2008-07-19,194.5,Nîmes,Digne-les-Bains,Flat stage,Óscar Freire,ESP,2008
15,2008-07-20,183.0,Embrun,Prato Nevoso,Mountain stage,Simon Gerrans,AUS,2008
16,2008-07-22,157.0,Cuneo,Jausiers,Mountain stage,Cyril Dessel,FRA,2008
17,2008-07-23,210.5,Embrun,Alpe d'Huez,Mountain stage,Carlos Sastre,ESP,2008
18,2008-07-24,196.5,Bourg-d'Oisans,Saint-Étienne,Hilly stage,Marcus Burghardt,GER,2008
19,2008-07-25,165.5,Roanne,Montluçon,Flat stage,Sylvain Chavanel,FRA,2008
20,2008-07-26,53.0,Cérilly,Saint-Amand-Montrond,Individual time trial,Fabian Cancellara,SUI,2008
21,2008-07-27,143.0,Étampes,Paris,Flat stage,Gert Steegmans,BEL,2008
P,2007-07-07,7.9,London,London,Individual time trial,Fabian Cancellara,SUI,2007
1,2007-07-08,203.0,London,Canterbury,Flat stage,Robbie McEwen,AUS,2007
2,2007-07-09,168.5,Dunkirk,Ghent,Flat stage,Gert Steegmans,BEL,2007
3,2007-07-10,236.5,Waregem,Compiègne,Flat stage,Fabian Cancellara,SUI,2007
4,2007-07-11,193.0,Villers-Cotterêts,Joigny,Flat stage,Thor Hushovd,NOR,2007
5,2007-07-12,182.5,Chablis,Autun,Hilly stage,Filippo Pozzato,ITA,2007
6,2007-07-13,199.5,Semur-en-Auxois,Bourg-en-Bresse,Flat stage,Tom Boonen,BEL,2007
7,2007-07-14,197.5,Bourg-en-Bresse,Le Grand-Bornand,Mountain stage,Linus Gerdemann,GER,2007
8,2007-07-15,165.0,Le Grand-Bornand,Tignes,Mountain stage,Michael Rasmussen,DEN,2007
9,2007-07-17,159.5,Val-d'Isère,Briançon,Mountain stage,Mauricio Soler,COL,2007
10,2007-07-18,229.5,Tallard,Marseille,Flat stage,Cédric Vasseur,FRA,2007
11,2007-07-19,182.5,Marseille,Montpellier,Flat stage,Robert Hunter,RSA,2007
12,2007-07-20,178.5,Montpellier,Castres,Hilly stage,Tom Boonen,BEL,2007
13,2007-07-21,54.0,Albi,Albi,Individual time trial,Cadel Evans[n 1],AUS,2007
14,2007-07-22,197.0,Mazamet,Plateau-de-Beille,Mountain stage,Alberto Contador,ESP,2007
15,2007-07-23,196.0,Foix,Loudenvielle,Mountain stage,Kim Kirchen[n 1],LUX,2007
16,2007-07-25,218.5,Orthez,Gourette,Mountain stage,Michael Rasmussen,DEN,2007
17,2007-07-26,188.5,Pau,Castelsarrasin,Hilly stage,Daniele Bennati,ITA,2007
18,2007-07-27,211.0,Cahors,Angoulême,Flat stage,Sandy Casar,FRA,2007
19,2007-07-28,55.5,Cognac,Angoulême,Individual time trial,Levi Leipheimer,USA,2007
20,2007-07-29,146.0,Marcoussis,Paris,Flat stage,Daniele Bennati,ITA,2007
P,2006-07-01,7.1,Strasbourg,Strasbourg,Individual time trial,Thor Hushovd,NOR,2006
1,2006-07-02,184.5,Strasbourg,Strasbourg,Flat stage,Jimmy Casper,FRA,2006
2,2006-07-03,228.5,Obernai,Esch-sur-Alzette,Flat stage,Robbie McEwen,AUS,2006
3,2006-07-04,216.5,Esch-sur-Alzette,Valkenburg,Hilly stage,Matthias Kessler,GER,2006
4,2006-07-05,207.0,Huy,Saint-Quentin,Flat stage,Robbie McEwen,AUS,2006
5,2006-07-06,225.0,Beauvais,Caen,Flat stage,Óscar Freire,ESP,2006
6,2006-07-07,189.0,Lisieux,Vitré,Flat stage,Robbie McEwen,AUS,2006
7,2006-07-08,52.0,Saint Grégoire,Rennes,Individual time trial,Serhiy Honchar,UKR,2006
8,2006-07-09,181.0,Saint-Méen-le-Grand,Lorient,Flat stage,Sylvain Calzati,FRA,2006
9,2006-07-11,169.5,Bordeaux,Dax,Flat stage,Óscar Freire,ESP,2006
10,2006-07-12,190.5,Cambo-les-Bains,Pau,Mountain stage,Juan Miguel Mercado,ESP,2006
11,2006-07-13,206.5,Tarbes,Val d'Aran/Pla-de-Beret,Mountain stage,Denis Menchov,RUS,2006
12,2006-07-14,211.5,Luchon,Carcassonne,Hilly stage,Yaroslav Popovych,UKR,2006
13,2006-07-15,230.0,Béziers,Montélimar,Flat stage,Jens Voigt,GER,2006
14,2006-07-16,180.5,Montélimar,Gap,Hilly stage,Pierrick Fédrigo,FRA,2006
15,2006-07-18,187.0,Gap,Alpe d'Huez,Mountain stage,Fränk Schleck,LUX,2006
16,2006-07-19,182.0,Le Bourg-d'Oisans,La Toussuire,Mountain stage,Michael Rasmussen,DEN,2006
17,2006-07-20,200.5,Saint-Jean-de-Maurienne,Morzine,Mountain stage,Carlos Sastre,ESP,2006
18,2006-07-21,197.0,Morzine,Mâcon,Flat stage,Matteo Tosatto,ITA,2006
19,2006-07-22,57.0,Le Creusot,Montceau-les-Mines,Individual time trial,Serhiy Honchar,UKR,2006
20,2006-07-23,154.5,Antony/Parc de Sceaux,Paris,Flat stage,Thor Hushovd,NOR,2006
1,2005-07-02,19.0,Fromentine,Noirmoutier-en-l'Île,Individual time trial,David Zabriskie,USA,2005
2,2005-07-03,181.5,Challans,Les Essarts,Flat stage,Tom Boonen,BEL,2005
3,2005-07-04,212.5,La Châtaigneraie,Tours,Flat stage,Tom Boonen,BEL,2005
4,2005-07-05,67.5,Tours,Blois,Team time trial,Discovery Channel,,2005
5,2005-07-06,183.0,Chambord,Montargis,Flat stage,Robbie McEwen,AUS,2005
6,2005-07-07,199.0,Troyes,Nancy,Flat stage,Lorenzo Bernucci,ITA,2005
7,2005-07-08,228.5,Lunéville,Karlsruhe,Flat stage,Robbie McEwen,AUS,2005
8,2005-07-09,231.5,Pforzheim,Gérardmer,Hilly stage,Pieter Weening,NED,2005
9,2005-07-10,171.0,Gérardmer,Mulhouse,Hilly stage,Michael Rasmussen,DEN,2005
10,2005-07-12,177.0,Grenoble,Courchevel,Mountain stage,Alejandro Valverde,ESP,2005
11,2005-07-13,173.0,Courchevel,Briançon,Mountain stage,Alexander Vinokourov,KAZ,2005
12,2005-07-14,187.0,Briançon,Digne-les-Bains,Hilly stage,David Moncoutié,FRA,2005
13,2005-07-15,173.5,Miramas,Montpellier,Flat stage,Robbie McEwen,AUS,2005
14,2005-07-16,220.5,Agde,Ax 3 Domaines,Mountain stage,Georg Totschnig,AUT,2005
15,2005-07-17,205.5,Lézat-sur-Lèze,Saint-Lary-Soulan Pla d'Adet,Mountain stage,George Hincapie,USA,2005
16,2005-07-19,180.5,Mourenx,Pau,Mountain stage,Óscar Pereiro,ESP,2005
17,2005-07-20,239.5,Pau,Revel,Flat stage,Paolo Savoldelli,ITA,2005
18,2005-07-21,189.0,Albi,Mende,Hilly stage,Marcos Antonio Serrano,ESP,2005
19,2005-07-22,153.5,Issoire,Le Puy-en-Velay,Hilly stage,Giuseppe Guerini,ITA,2005
20,2005-07-23,55.5,Saint-Étienne,Saint-Étienne,Individual time trial,Lance Armstrong[n 1],USA,2005
21,2005-07-24,144.5,Corbeil-Essonnes,Paris,Flat stage,Alexander Vinokourov,KAZ,2005
P,2004-07-03,6.1,Liège,Liège,Individual time trial,Fabian Cancellara,SUI,2004
1,2004-07-04,202.5,Liège,Charleroi,Flat stage,Jaan Kirsipuu,EST,2004
2,2004-07-05,197.0,Charleroi,Namur,Flat stage,Robbie McEwen,AUS,2004
3,2004-07-06,210.0,Waterloo,Wasquehal,Flat stage,Jean-Patrick Nazon,FRA,2004
4,2004-07-07,64.5,Cambrai,Arras,Team time trial,U.S. Postal Service,USA,2004
5,2004-07-08,200.5,Amiens,Chartres,Flat stage,Stuart O'Grady,AUS,2004
6,2004-07-09,196.0,Bonneval,Angers,Flat stage,Tom Boonen,BEL,2004
7,2004-07-10,204.5,Châteaubriant,Saint-Brieuc,Flat stage,Filippo Pozzato,ITA,2004
